hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|FL,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,[Stop Loss: Total Charges > 1096901 | Total % of Charge: 59.1] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 30000 (%BC): 54.1],27256.1,27256.1,27256.1,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 1 All Commercial Plans,,,[Stop Loss: Total Charges > 404043 | Excess % of Charge: 62.72] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP High Cost Drugs ($): FEE SCHEDULE],22955.57,22955.57,22955.57,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 2 All Commercial Plans,,,[Stop Loss: Total Charges > 404043 | Excess % of Charge: 62.72] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP High Cost Drugs ($): FEE SCHEDULE],34432.01,34432.01,34432.01,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,[Nursery Level 3 (%BC): 70] [Nursery  Level 4-NICU (%BC): 70] [IP High Cost Drugs (%BC): 70] [IP Prosthetics/Implants/Devices (%BC): 70] [All Other IP (%BC): 80],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Community Care Plan,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Florida Community Care,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],10183.37,10183.37,10183.37,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Molina,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Simply Health,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],10668.3,10668.3,10668.3,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Simply Health,Healthy Kids Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Sunshine Health,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],6746.74,4851.2,12867.2,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,,[Stop Loss: Length of Stay > 18 days | Excess % of Charge: 10621] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE],24833.31,24833.31,24833.31,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Neighborhood Health Partnership Other Commercial Plan,,,[Stop Loss: Length of Stay > 18 days | Excess % of Charge: 9558] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Hmo,,52,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Ppo,,60,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Evolutions Healthcare,Select Ppo,,90,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Multiplan,All Commercial Plans,,78,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Fever And Inflammatory Conditions,864,MS-DRG,,,,,facility,inpatient,,,,,,Phcs,All Commercial Plans,,68,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,47067.6,,,,,,,fee schedule,40812.19,61217.54,
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 1 All Commercial Plans,40812.19,,,,,,,fee schedule,40812.19,61217.54,
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 2 All Commercial Plans,61217.54,,,,,,,fee schedule,40812.19,61217.54,
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,47163.49,,,,,,,fee schedule,40812.19,61217.54,
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Neighborhood Health Partnership Other Commercial Plan,42446.84,,,,,,,fee schedule,40812.19,61217.54,
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,[Stop Loss: Total Charges > 1096901 | Total % of Charge: 59.1] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 30000 (%BC): 54.1],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 2 All Commercial Plans,,,[Stop Loss: Total Charges > 404043 | Excess % of Charge: 62.72] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP High Cost Drugs ($): FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 1 All Commercial Plans,,,[Stop Loss: Total Charges > 404043 | Excess % of Charge: 62.72] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP High Cost Drugs ($): FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,[Nursery Level 3 (%BC): 70] [Nursery  Level 4-NICU (%BC): 70] [IP High Cost Drugs (%BC): 70] [IP Prosthetics/Implants/Devices (%BC): 70] [All Other IP (%BC): 80],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Community Care Plan,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Florida Community Care,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Molina,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Simply Health,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],24163.46,24163.46,24163.46,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Simply Health,Healthy Kids Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Sunshine Health,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],10888.62,10888.62,10888.62,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,,[Stop Loss: Length of Stay > 18 days | Excess % of Charge: 10621] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Neighborhood Health Partnership Other Commercial Plan,,,[Stop Loss: Length of Stay > 18 days | Excess % of Charge: 9558] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Hmo,,52,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Ppo,,60,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Evolutions Healthcare,Select Ppo,,90,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Multiplan,All Commercial Plans,,78,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Viral Illness With Mcc,865,MS-DRG,,,,,facility,inpatient,,,,,,Phcs,All Commercial Plans,,68,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,27317.61,,,,,,,fee schedule,23687.03,35530.12,
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 1 All Commercial Plans,23687.03,,,,,,,fee schedule,23687.03,35530.12,
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 2 All Commercial Plans,35530.12,,,,,,,fee schedule,23687.03,35530.12,
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,27373.27,,,,,,,fee schedule,23687.03,35530.12,
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Neighborhood Health Partnership Other Commercial Plan,24635.77,,,,,,,fee schedule,23687.03,35530.12,
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,,[Stop Loss: Total Charges > 1096901 | Total % of Charge: 59.1] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 30000 (%BC): 54.1],24458.54,24458.54,24458.54,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 1 All Commercial Plans,,,[Stop Loss: Total Charges > 404043 | Excess % of Charge: 62.72] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP High Cost Drugs ($): FEE SCHEDULE],18357.96,18048.63,22618.14,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Tier 2 All Commercial Plans,,,[Stop Loss: Total Charges > 404043 | Excess % of Charge: 62.72] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [IP High Cost Drugs ($): FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,[Nursery Level 3 (%BC): 70] [Nursery  Level 4-NICU (%BC): 70] [IP High Cost Drugs (%BC): 70] [IP Prosthetics/Implants/Devices (%BC): 70] [All Other IP (%BC): 80],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Community Care Plan,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Florida Community Care,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],,,,0,other,,,No services performed during 15-month lookback period.
Viral Illness Without Mcc,866,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicaid Managed Care Plan,,,[Stop Loss: Total Charges > FeeSchedule | Excess % of Charge: 14.3244] [Lesser Than Charges paid at %: 100] [APR DRG Base Rate: FEE SCHEDULE],4626.98,4626.98,4626.98,1 through 10,other,,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
