hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|MD,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
Clobazam: 100 Tablet In 1 Bottle (16714-887-01),250,RC,16714-887-01,NDC,,,facility,both,1,EA,,0.55,0.55,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Clobazam: 100 Tablet In 1 Bottle (16714-887-01),250,RC,16714-887-01,NDC,,,facility,both,1,EA,,0.67,0.67,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Permethrin: 1 Tube In 1 Container (16714-897-01)  / 60 G In 1 Tube,250,RC,16714-897-01,NDC,,,facility,both,1,EA,,29.13,29.13,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate: 100 Tablet In 1 Bottle (16714-950-01)",250,RC,16714-950-01,NDC,,,facility,both,1,EA,,0.53,0.53,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate And Amphetamine Sulfate: 100 Tablet In 1 Bottle (16714-950-01)",250,RC,16714-950-01,NDC,,,facility,both,1,EA,,0.53,0.53,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Esomeprazole Magnesium: 90 Capsule, Delayed Release In 1 Bottle (16714-980-02)",250,RC,16714-980-02,NDC,,,facility,both,1,EA,,0.49,0.49,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Esomeprazole Magnesium: 90 Capsule, Delayed Release In 1 Bottle (16714-980-02)",250,RC,16714-980-02,NDC,,,facility,both,1,EA,,0.49,0.49,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-988-01)",250,RC,16714-988-01,NDC,,,facility,both,1,EA,,0.12,0.12,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-988-01)",250,RC,16714-988-01,NDC,,,facility,both,1,EA,,0.12,0.12,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-989-01)",250,RC,16714-989-01,NDC,,,facility,both,1,EA,,0.16,0.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Rosuvastatin Calcium: 90 Tablet, Film Coated In 1 Bottle (16714-989-01)",250,RC,16714-989-01,NDC,,,facility,both,1,EA,,0.16,0.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Tenofovir Disoproxil Fumarate: 30 Tablet, Film Coated In 1 Bottle (16714-820-01)",250,RC,16714-820-01,NDC,,,facility,both,1,EA,,2.52,2.52,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Amoxicillin And Clavulanate Potassium: 125 Ml In 1 Bottle (16714-294-02),250,RC,16714-294-02,NDC,,,facility,both,1,EA,,0.87,0.87,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Amoxicillin And Clavulanate Potassium: 125 Ml In 1 Bottle (16714-294-02),250,RC,16714-294-02,NDC,,,facility,both,1,EA,,0.79,0.79,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Amoxicillin And Clavulanate Potassium: 20 Tablet, Film Coated In 1 Bottle (16714-296-01)",250,RC,16714-296-01,NDC,,,facility,both,1,EA,,0.83,0.83,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Amoxicillin And Clavulanate Potassium: 20 Tablet, Film Coated In 1 Bottle (16714-296-01)",250,RC,16714-296-01,NDC,,,facility,both,1,EA,,0.84,0.84,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Amoxicillin: 100 Capsule In 1 Bottle (16714-298-01),250,RC,16714-298-01,NDC,,,facility,both,1,EA,,0.07,0.07,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Amoxicillin: 100 Capsule In 1 Bottle (16714-299-03),250,RC,16714-299-03,NDC,,,facility,both,1,EA,,0.14,0.14,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Amitriptyline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-257-01)",250,RC,16714-257-01,NDC,,,facility,both,1,EA,,0.13,0.13,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Amoxicillin: 100 Capsule In 1 Bottle (16714-299-03),250,RC,16714-299-03,NDC,,,facility,both,1,EA,,0.14,0.14,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,16714-301-01,NDC,,,facility,both,1,EA,,0.45,0.45,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Levetiracetam: 120 Tablet, Film Coated In 1 Bottle (16714-354-01)",250,RC,16714-354-01,NDC,,,facility,both,1,EA,,0.17,0.17,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Levetiracetam: 473 Ml In 1 Bottle, Plastic (16714-358-01)",250,RC,16714-358-01,NDC,,,facility,both,1,EA,,0.41,0.41,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefadroxil: 50 Capsule In 1 Bottle (16714-388-01),250,RC,16714-388-01,NDC,,,facility,both,1,EA,,0.58,0.58,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefadroxil: 50 Capsule In 1 Bottle (16714-388-01),250,RC,16714-388-01,NDC,,,facility,both,1,EA,,0.58,0.58,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefadroxil: 100 Capsule In 1 Bottle (16714-388-02),250,RC,16714-388-02,NDC,,,facility,both,1,EA,,0.62,0.62,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Amitriptyline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-257-01)",250,RC,16714-257-01,NDC,,,facility,both,1,EA,,0.14,0.14,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Fosaprepitant: 1 Vial, Single-Dose In 1 Carton (16714-248-01)  / 5 Ml In 1 Vial, Single-Dose",250,RC,16714-248-01,NDC,,,facility,both,1,EA,,0.27,0.27,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Aripiprazole: 30 Tablet In 1 Bottle (16714-141-01),250,RC,16714-141-01,NDC,,,facility,both,1,EA,,0.42,0.42,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Aripiprazole: 30 Tablet In 1 Bottle (16714-141-01),250,RC,16714-141-01,NDC,,,facility,both,1,EA,,0.42,0.42,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Aripiprazole: 30 Tablet In 1 Bottle (16714-142-01),250,RC,16714-142-01,NDC,,,facility,both,1,EA,,0.34,0.34,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Aripiprazole: 30 Tablet In 1 Bottle (16714-142-01),250,RC,16714-142-01,NDC,,,facility,both,1,EA,,0.34,0.34,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Aripiprazole: 30 Tablet In 1 Bottle (16714-143-01),250,RC,16714-143-01,NDC,,,facility,both,1,EA,,0.27,0.27,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Aripiprazole: 30 Tablet In 1 Bottle (16714-144-01),250,RC,16714-144-01,NDC,,,facility,both,1,EA,,0.39,0.39,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Lamotrigine: 60 Tablet In 1 Bottle (16714-197-01),250,RC,16714-197-01,NDC,,,facility,both,1,EA,,0.15,0.15,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Lamotrigine: 60 Tablet In 1 Bottle (16714-197-01),250,RC,16714-197-01,NDC,,,facility,both,1,EA,,0.15,0.15,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,16714-200-10,NDC,,,facility,both,1,EA,,0.09,0.09,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Penicillin V Potassium: 100 Tablet, Film Coated In 1 Bottle (16714-234-01)",250,RC,16714-234-01,NDC,,,facility,both,1,EA,,0.15,0.15,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Penicillin V Potassium: 100 Tablet, Film Coated In 1 Bottle (16714-235-01)",250,RC,16714-235-01,NDC,,,facility,both,1,EA,,0.44,0.44,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,16714-245-01,NDC,,,facility,both,1,EA,,7.41,7.41,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefadroxil: 100 Capsule In 1 Bottle (16714-388-02),250,RC,16714-388-02,NDC,,,facility,both,1,EA,,0.62,0.62,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefadroxil: 75 Ml In 1 Bottle (16714-390-01),250,RC,16714-390-01,NDC,,,facility,both,1,EA,,5.61,5.61,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 1 Bottle, Plastic In 1 Carton (16714-601-02)  / 60 Ml In 1 Bottle, Plastic",250,RC,16714-601-02,NDC,,,facility,both,1,EA,,4.51,4.51,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-611-04)",250,RC,16714-611-04,NDC,,,facility,both,1,EA,,0.1,0.1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-611-04)",250,RC,16714-611-04,NDC,,,facility,both,1,EA,,0.1,0.1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-612-04)",250,RC,16714-612-04,NDC,,,facility,both,1,EA,,0.16,0.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-612-04)",250,RC,16714-612-04,NDC,,,facility,both,1,EA,,0.16,0.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-613-04)",250,RC,16714-613-04,NDC,,,facility,both,1,EA,,0.12,0.12,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 100 Tablet, Film Coated In 1 Bottle (16714-613-04)",250,RC,16714-613-04,NDC,,,facility,both,1,EA,,0.12,0.12,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Zolpidem Tartrate: 100 Tablet, Film Coated In 1 Bottle (16714-621-01)",250,RC,16714-621-01,NDC,,,facility,both,1,EA,,0.05,0.05,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Zolpidem Tartrate: 100 Tablet, Film Coated In 1 Bottle (16714-621-01)",250,RC,16714-621-01,NDC,,,facility,both,1,EA,,0.05,0.05,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 100 Capsule In 1 Bottle (16714-661-01),250,RC,16714-661-01,NDC,,,facility,both,1,EA,,0.05,0.05,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 100 Capsule In 1 Bottle (16714-661-01),250,RC,16714-661-01,NDC,,,facility,both,1,EA,,0.05,0.05,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 500 Capsule In 1 Bottle (16714-661-02),250,RC,16714-661-02,NDC,,,facility,both,1,EA,,0.05,0.05,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 500 Capsule In 1 Bottle (16714-662-02),250,RC,16714-662-02,NDC,,,facility,both,1,EA,,0.07,0.07,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 500 Capsule In 1 Bottle (16714-662-02),250,RC,16714-662-02,NDC,,,facility,both,1,EA,,0.07,0.07,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 100 Capsule In 1 Bottle (16714-663-01),250,RC,16714-663-01,NDC,,,facility,both,1,EA,,0.14,0.14,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Gabapentin: 100 Capsule In 1 Bottle (16714-663-01),250,RC,16714-663-01,NDC,,,facility,both,1,EA,,0.14,0.14,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Sertraline Hydrochloride: 1 Bottle, Plastic In 1 Carton (16714-601-02)  / 60 Ml In 1 Bottle, Plastic",250,RC,16714-601-02,NDC,,,facility,both,1,EA,,1.35,1.35,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Dexmedetomidine: 25 Vial In 1 Carton (16729-239-93)  / 2 Ml In 1 Vial (16729-239-30),250,RC,16729-239-93,NDC,,,facility,both,1,EA,,3.51,3.51,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Digoxin: 100 Tablet In 1 Bottle (16714-590-01),250,RC,16714-590-01,NDC,,,facility,both,1,EA,,1.19,1.19,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cefpodoxime Proxetil: 20 Tablet, Film Coated In 1 Bottle (16714-394-01)",250,RC,16714-394-01,NDC,,,facility,both,1,EA,,5.28,5.28,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cefpodoxime Proxetil: 20 Tablet, Film Coated In 1 Bottle (16714-395-01)",250,RC,16714-395-01,NDC,,,facility,both,1,EA,,8.38,8.38,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cefpodoxime Proxetil: 20 Tablet, Film Coated In 1 Bottle (16714-395-01)",250,RC,16714-395-01,NDC,,,facility,both,1,EA,,8.4,8.4,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefuroxime Axetil: 20 Tablet In 1 Bottle (16714-400-01),250,RC,16714-400-01,NDC,,,facility,both,1,EA,,0.68,0.68,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Nitrofurantoin (Monohydrate/Macrocrystals): 100 Capsule In 1 Bottle (16714-439-01),250,RC,16714-439-01,NDC,,,facility,both,1,EA,,1.88,1.88,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Nitrofurantoin (Monohydrate/Macrocrystals): 100 Capsule In 1 Bottle (16714-439-01),250,RC,16714-439-01,NDC,,,facility,both,1,EA,,1.88,1.88,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Enalapril Maleate: 100 Tablet In 1 Bottle (16714-444-01),250,RC,16714-444-01,NDC,,,facility,both,1,EA,,0.54,0.54,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Quetiapine: 100 Tablet, Film Coated In 1 Bottle (16714-452-01)",250,RC,16714-452-01,NDC,,,facility,both,1,EA,,0.32,0.32,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Amoxicillin And Clavulanate Potassium: 20 Tablet, Film Coated In 1 Bottle (16714-477-01)",250,RC,16714-477-01,NDC,,,facility,both,1,EA,,1.17,1.17,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Amoxicillin And Clavulanate Potassium: 20 Tablet, Film Coated In 1 Bottle (16714-477-01)",250,RC,16714-477-01,NDC,,,facility,both,1,EA,,1.17,1.17,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Clindamycin Palmitate Hydrochloride (Pediatric): 1 Bottle, Plastic In 1 Carton (16714-483-02)  / 100 Ml In 1 Bottle, Plastic",250,RC,16714-483-02,NDC,,,facility,both,1,EA,,0.29,0.29,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Pravastatin Sodium: 90 Tablet In 1 Bottle (16714-559-01),250,RC,16714-559-01,NDC,,,facility,both,1,EA,,0.35,0.35,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Pravastatin Sodium: 90 Tablet In 1 Bottle (16714-559-01),250,RC,16714-559-01,NDC,,,facility,both,1,EA,,0.33,0.33,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Allopurinol: 100 Tablet In 1 Bottle (16714-576-02),250,RC,16714-576-02,NDC,,,facility,both,1,EA,,0.16,0.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Allopurinol: 100 Tablet In 1 Bottle (16714-576-02),250,RC,16714-576-02,NDC,,,facility,both,1,EA,,0.16,0.16,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Digoxin: 100 Tablet In 1 Bottle (16714-590-01),250,RC,16714-590-01,NDC,,,facility,both,1,EA,,0.74,0.74,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Potassium Chloride Extended-Release: 100 Tablet, Extended Release In 1 Bottle, Plastic (24979-231-01)",250,RC,24979-231-01,NDC,,,facility,both,1,EA,,0.18,0.18,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Mephyton: 1 BOTTLE in 1 CARTON (25010-405-15)  / 100 TABLET in 1 BOTTLE,250,RC,25010-405-15,NDC,,,facility,both,1,EA,,21.51,21.51,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Dexamethasone Sodium Phosphate: 25 Vial In 1 Carton (25021-052-05)  / 5 Ml In 1 Vial,250,RC,25021-052-05,NDC,,,facility,both,1,EA,,0.05,0.05,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefazolin: 25 VIAL in 1 CARTON (25021-101-67)  / 3 mL in 1 VIAL,250,RC,25021-101-67,NDC,,,facility,both,1,EA,,0.81,0.81,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Bupropion Hydrochloride (Xl): 90 Tablet, Extended Release In 1 Bottle, Plastic (24979-101-07)",250,RC,24979-101-07,NDC,,,facility,both,1,EA,,0.2,0.2,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Cefazolin: 25 VIAL in 1 CARTON (25021-101-67)  / 3 mL in 1 VIAL,250,RC,25021-101-67,NDC,,,facility,both,1,EA,,0.79,0.79,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Ceftriaxone: 25 VIAL in 1 CARTON (25021-106-67)  / 1 INJECTION, POWDER, FOR SOLUTION in 1 VIAL",250,RC,25021-106-67,NDC,,,facility,both,1,EA,,0.65,0.65,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Ceftriaxone: 25 Vial In 1 Carton (25021-107-20)  / 1 Injection, Powder, For Solution In 1 Vial",250,RC,25021-107-20,NDC,,,facility,both,1,EA,,0.78,0.78,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Ciprofloxacin: 24 Pouch In 1 Carton (25021-114-87)  / 1 Bag In 1 Pouch / 200 Ml In 1 Bag,250,RC,25021-114-87,NDC,,,facility,both,1,EA,,2.39,2.39,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cefepime: 10 Vial In 1 Carton (25021-121-20)  / 1 Injection, Powder, For Solution In 1 Vial",250,RC,25021-121-20,NDC,,,facility,both,1,EA,,4.86,4.86,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Metronidazole: 24 Pouch In 1 Carton (25021-131-82)  / 1 Bag In 1 Pouch / 100 Ml In 1 Bag,250,RC,25021-131-82,NDC,,,facility,both,1,EA,,0.09,0.09,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Bupropion Hydrochloride (Xl): 90 Tablet, Extended Release In 1 Bottle, Plastic (24979-101-07)",250,RC,24979-101-07,NDC,,,facility,both,1,EA,,0.2,0.2,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Nifedipine: 100 Tablet, Extended Release In 1 Bottle (24979-010-01)",250,RC,24979-010-01,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Gentamicin Sulfate: 1 Bottle, Dropper In 1 Carton (24208-580-60)  / 5 Ml In 1 Bottle, Dropper",250,RC,24208-580-60,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Tropicamide: 1 Bottle, Dropper In 1 Carton (24208-585-59)  / 2 Ml In 1 Bottle, Dropper",250,RC,24208-585-59,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Neomycin And Polymyxin B Sulfates And Hydrocortisone: 1 Bottle, Dropper In 1 Carton (24208-635-62)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-635-62,NDC,,,facility,both,1,EA,,114.46,114.46,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dexamethasone Sodium Phosphate: 1 Bottle, Dropper In 1 Carton (24208-720-02)  / 5 Ml In 1 Bottle, Dropper",250,RC,24208-720-02,NDC,,,facility,both,1,EA,,77.43,77.43,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Dexamethasone Sodium Phosphate: 1 Bottle, Dropper In 1 Carton (24208-720-02)  / 5 Ml In 1 Bottle, Dropper",250,RC,24208-720-02,NDC,,,facility,both,1,EA,,77.49,77.49,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Proparacaine Hydrochloride: 1 Bottle, Dropper In 1 Carton (24208-730-06)  / 15 Ml In 1 Bottle, Dropper",250,RC,24208-730-06,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Cyclopentolate Hydrochloride: 1 Bottle, Dropper In 1 Carton (24208-735-01)  / 2 Ml In 1 Bottle, Dropper",250,RC,24208-735-01,NDC,,,facility,both,1,EA,,1,1,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Neomycin And Polymyxin B Sulfates And Bacitracin Zinc: 1 Tube In 1 Carton (24208-780-55)  / 3.5 G In 1 Tube,250,RC,24208-780-55,NDC,,,facility,both,1,EA,,81.78,81.78,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Neomycin And Polymyxin B Sulfates, Bacitracin Zinc And Hydrocortisone: 1 Tube In 1 Carton (24208-785-55)  / 3.5 G In 1 Tube",250,RC,24208-785-55,NDC,,,facility,both,1,EA,,75.19,75.19,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Neomycin And Polymyxin B Sulfates And Gramicidin: 1 Bottle, Dropper In 1 Carton (24208-790-62)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-790-62,NDC,,,facility,both,1,EA,,68.66,68.66,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Neomycin And Polymyxin B Sulfates And Gramicidin: 1 Bottle, Dropper In 1 Carton (24208-790-62)  / 10 Ml In 1 Bottle, Dropper",250,RC,24208-790-62,NDC,,,facility,both,1,EA,,68.48,68.48,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Erythromycin: 50 Tube In 1 Box (24208-910-19)  / 1 G In 1 Tube,250,RC,24208-910-19,NDC,,,facility,both,1,EA,,11.11,11.11,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Erythromycin: 1 Tube In 1 Carton (24208-910-55)  / 3.5 G In 1 Tube,250,RC,24208-910-55,NDC,,,facility,both,1,EA,,21.98,21.98,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Erythromycin: 1 Tube In 1 Carton (24208-910-55)  / 3.5 G In 1 Tube,250,RC,24208-910-55,NDC,,,facility,both,1,EA,,21.92,21.92,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
E.E.S: 200 Ml In 1 Bottle (24338-136-10),250,RC,24338-136-10,NDC,,,facility,both,1,EA,,38.81,38.81,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,24338-230-05,NDC,,,facility,both,1,EA,,92.12,92.12,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,24338-260-10,NDC,,,facility,both,1,EA,,192.52,192.52,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,24357-701-05,NDC,,,facility,both,1,EA,,5.3,5.3,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
NDC Description Not Available,250,RC,24357-701-05,NDC,,,facility,both,1,EA,,5.3,5.3,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Quillivant Xr: 1 Bottle In 1 Carton (24478-321-02)  / 60 Ml In 1 Bottle,250,RC,24478-321-02,NDC,,,facility,both,1,EA,,79.17,79.17,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Donepezil Hydrochloride: 90 Tablet, Film Coated In 1 Bottle (24979-004-07)",250,RC,24979-004-07,NDC,,,facility,both,1,EA,,1.5,1.5,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
"Nifedipine: 100 Tablet, Extended Release In 1 Bottle (24979-010-01)",250,RC,24979-010-01,NDC,,,facility,both,1,EA,,0.99,0.99,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
Bacitracin Zinc And Polymyxin B Sulfate: 1 Tube In 1 Carton (24208-555-55)  / 3.5 G In 1 Tube,250,RC,24208-555-55,NDC,,,facility,both,1,EA,,10.7,10.7,,,,,,,,,,,,,Gross Charge Type: Pharmacy | NDC EA = 1 EA
