"hospital_name","last_updated_on","version","location_name","hospital_address","type_2_npi","license_number|MD","To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.","attester_name"
"The Johns Hopkins Hospital","2026-04-01","3.0.0","The Johns Hopkins Hospital","600 North  Wolfe Street, Baltimore, MD 21287","1578597993","30034","true","Ed Beranek"
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","billing_class","setting","drug_unit_of_measurement","drug_type_of_measurement","modifiers","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|methodology","standard_charge|min","standard_charge|max","additional_generic_notes"
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Employee","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Geisinger","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Health Net","Federal Services Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Hopkins","Elderplus Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Military Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Keycare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Maryland Physicians Care","Medicaid Managed Care Plan","","92.3","","2592.24","2592.24","2592.24","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Medicare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Multiplan","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Phcs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Priority Partners","Medicaid Managed Care Plan","","92.3","","19846.28","15980.7","22893.4","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","100","","25417.47","25417.47","25417.47","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","92.3","","1918.8","1918.8","1918.8","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Usfhp","Prime Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Advantage Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Wellpoint","Medicaid Managed Care Plan","","92.3","","9660.18","9660.18","9660.18","1 through 10","percent of total billed charges","","",""
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","92.3","","7135.68","7135.68","7135.68","1 through 10","percent of total billed charges","","",""
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Alterwood","Advantage  Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","All Commercial Plans","","100","","83821.62","83821.62","83821.62","1 through 10","percent of total billed charges","","",""
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Other Commercial Plan","","100","","7066.4","7066.4","7066.4","1 through 10","percent of total billed charges","","",""
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Medicare Managed Care Plan","","92.3","","7648.88","7648.88","7648.88","1 through 10","percent of total billed charges","","",""
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Employee","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Geisinger","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Health Net","Federal Services Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Hopkins","Elderplus Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Military Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","92.3","","12956.84","12956.84","12956.84","1 through 10","percent of total billed charges","","",""
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Minor Skin Disorders With Mcc","606","MS-DRG","","","","","facility","inpatient","","","","","","Keycare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
