"hospital_name","last_updated_on","version","location_name","hospital_address","type_2_npi","license_number|MD","To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.","attester_name"
"The Johns Hopkins Hospital","2026-04-01","3.0.0","The Johns Hopkins Hospital","600 North  Wolfe Street, Baltimore, MD 21287","1578597993","30034","true","Ed Beranek"
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","billing_class","setting","drug_unit_of_measurement","drug_type_of_measurement","modifiers","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|methodology","standard_charge|min","standard_charge|max","additional_generic_notes"
"Cytarabine: 5 Vial, Single-Dose In 1 Carton (61703-305-38)  / 5 Ml In 1 Vial, Single-Dose (61703-305-58)","636","RC","61703-305-38","NDC","","","facility","both","1","EA","","5.83","5.83","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","61553-822-41","NDC","","","facility","both","1","EA","","0.7","0.7","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Vincristine Sulfate: 1 Vial, Single-Dose In 1 Carton (61703-309-16)  / 2 Ml In 1 Vial, Single-Dose","636","RC","61703-309-16","NDC","","","facility","both","1","EA","","8.66","8.66","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Vincristine Sulfate: 1 Vial, Single-Dose In 1 Carton (61703-309-16)  / 2 Ml In 1 Vial, Single-Dose","636","RC","61703-309-16","NDC","","","facility","both","1","EA","","8.19","8.19","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Eylea: 1 Vial, Single-Use In 1 Carton (61755-005-02)  / .05 Ml In 1 Vial, Single-Use","636","RC","61755-005-02","NDC","","","facility","both","1","EA","","1665","1665","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Eylea: 1 Vial, Single-Use In 1 Carton (61755-005-02)  / .05 Ml In 1 Vial, Single-Use","636","RC","61755-005-02","NDC","","","facility","both","1","EA","","1665","1665","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Eylea: 1 Vial, Single-Use In 1 Carton (61755-005-02)  / .05 Ml In 1 Vial, Single-Use","636","RC","61755-005-02","NDC","","","facility","both","1","EA","","1714.92","1714.92","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Eylea: 1 Vial, Single-Use In 1 Carton (61755-005-02)  / .05 Ml In 1 Vial, Single-Use","636","RC","61755-005-02","NDC","","","facility","both","1","EA","","1727.36","1727.36","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Methotrexate: 1 Vial, Single-Dose In 1 Carton (61703-408-41)  / 40 Ml In 1 Vial, Single-Dose","636","RC","61703-408-41","NDC","","","facility","both","1","EA","","1","1","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Methotrexate: 1 Vial, Single-Dose In 1 Carton (61703-408-41)  / 40 Ml In 1 Vial, Single-Dose","636","RC","61703-408-41","NDC","","","facility","both","1","EA","","1","1","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Mitoxantrone: 1 Vial, Multi-Dose In 1 Carton (61703-343-18)  / 10 Ml In 1 Vial, Multi-Dose","636","RC","61703-343-18","NDC","","","facility","both","1","EA","","59.65","59.65","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Paclitaxel: 1 Vial, Multi-Dose In 1 Carton (61703-342-50)  / 50 Ml In 1 Vial, Multi-Dose","636","RC","61703-342-50","NDC","","","facility","both","1","EA","","0.39","0.39","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Carboplatin: 1 Vial, Multi-Dose In 1 Carton (61703-339-50)  / 45 Ml In 1 Vial, Multi-Dose","636","RC","61703-339-50","NDC","","","facility","both","1","EA","","3.37","3.37","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Carboplatin: 1 Vial, Multi-Dose In 1 Carton (61703-339-22)  / 15 Ml In 1 Vial, Multi-Dose","636","RC","61703-339-22","NDC","","","facility","both","1","EA","","5","5","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Pamidronate Disodium: 1 Vial, Single-Dose In 1 Carton (61703-324-18)  / 10 Ml In 1 Vial, Single-Dose","636","RC","61703-324-18","NDC","","","facility","both","1","EA","","23.04","23.04","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Pamidronate Disodium: 1 Vial, Single-Dose In 1 Carton (61703-324-18)  / 10 Ml In 1 Vial, Single-Dose","636","RC","61703-324-18","NDC","","","facility","both","1","EA","","23.89","23.89","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Cytarabine: 1 Vial, Single-Dose In 1 Carton (61703-319-22)  / 20 Ml In 1 Vial, Single-Dose","636","RC","61703-319-22","NDC","","","facility","both","1","EA","","1.45","1.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Cytarabine: 1 Vial, Single-Dose In 1 Carton (61703-319-22)  / 20 Ml In 1 Vial, Single-Dose","636","RC","61703-319-22","NDC","","","facility","both","1","EA","","1.45","1.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Cytarabine: 1 Vial, Single-Dose In 1 Carton (61703-319-22)  / 20 Ml In 1 Vial, Single-Dose","636","RC","61703-319-22","NDC","","","facility","both","1","EA","","1.52","1.52","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Libtayo: 1 Vial, Single-Use In 1 Carton (61755-008-01)  / 7 Ml In 1 Vial, Single-Use","636","RC","61755-008-01","NDC","","","facility","both","1","EA","","54.08","54.08","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","60687-620-11","NDC","","","facility","both","1","EA","","0.96","0.96","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","60687-524-79","NDC","","","facility","both","1","EA","","12.15","12.15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","60687-729-11","NDC","","","facility","both","1","EA","","0.11","0.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Hydroxyzine Pamoate: 50 Blister Pack In 1 Carton (60687-707-65)  / 1 Capsule In 1 Blister Pack (60687-707-11)","636","RC","60687-707-65","NDC","","","facility","both","1","EA","","0.27","0.27","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","60687-707-11","NDC","","","facility","both","1","EA","","0.28","0.28","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","60687-660-11","NDC","","","facility","both","1","EA","","0.55","0.55","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Promethazine Hydrochloride: 100 Blister Pack In 1 Carton (60687-660-01)  / 1 Tablet In 1 Blister Pack (60687-660-11)","636","RC","60687-660-01","NDC","","","facility","both","1","EA","","0.53","0.53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","60687-696-11","NDC","","","facility","both","1","EA","","0.62","0.62","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","5846800902","NDC","","","facility","both","1","EA","","243.43","243.43","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","5846800903","NDC","","","facility","both","1","EA","","15.21","15.21","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","5846800903","NDC","","","facility","both","1","EA","","15.21","15.21","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","5192712020","NDC","","","facility","both","1","EA","","0.01","0.01","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Humulin R: 1 Vial, Multi-Dose In 1 Carton (0002-8215-17)  / 3 Ml In 1 Vial, Multi-Dose","636","RC","0002-8215-17","NDC","","","facility","both","1","EA","","0.38","0.38","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Humulin N: 1 Vial, Multi-Dose In 1 Carton (0002-8315-01)  / 10 Ml In 1 Vial, Multi-Dose","636","RC","0002-8315-01","NDC","","","facility","both","1","EA","","1.07","1.07","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Forteo: 1 Syringe In 1 Carton (0002-8400-01)  / 2.24 Ml In 1 Syringe","636","RC","0002-8400-01","NDC","","","facility","both","1","EA","","126.01","126.01","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Humulin R U-500: 1 Vial, Multi-Dose In 1 Carton (0002-8501-01)  / 20 Ml In 1 Vial, Multi-Dose","636","RC","0002-8501-01","NDC","","","facility","both","1","EA","","10.12","10.12","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Kisunla: 1 Vial, Single-Dose In 1 Carton (0002-9401-01)  / 20 Ml In 1 Vial, Single-Dose","636","RC","0002-9401-01","NDC","","","facility","both","1","EA","","7.24","7.24","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Kenalog-10: 1 Vial, Multi-Dose In 1 Carton (0003-0494-20)  / 5 Ml In 1 Vial, Multi-Dose","636","RC","0003-0494-20","NDC","","","facility","both","1","EA","","2.79","2.79","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nulojix: 1 Vial, Single-Use In 1 Carton (0003-0371-13)  / 1 Injection, Powder, Lyophilized, For Solution In 1 Vial, Single-Use","636","RC","0003-0371-13","NDC","","","facility","both","1","EA","","5.04","5.04","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nulojix: 1 Vial, Single-Use In 1 Carton (0003-0371-13)  / 1 Injection, Powder, Lyophilized, For Solution In 1 Vial, Single-Use","636","RC","0003-0371-13","NDC","","","facility","both","1","EA","","5.06","5.06","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Humulin R: 1 Vial, Multi-Dose In 1 Carton (0002-8215-17)  / 3 Ml In 1 Vial, Multi-Dose","636","RC","0002-8215-17","NDC","","","facility","both","1","EA","","0.53","0.53","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nulojix: 1 Vial, Single-Use In 1 Carton (0003-0371-13)  / 1 Injection, Powder, Lyophilized, For Solution In 1 Vial, Single-Use","636","RC","0003-0371-13","NDC","","","facility","both","1","EA","","5.07","5.07","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nulojix: 1 Vial, Single-Use In 1 Carton (0003-0371-13)  / 1 Injection, Powder, Lyophilized, For Solution In 1 Vial, Single-Use","636","RC","0003-0371-13","NDC","","","facility","both","1","EA","","5.08","5.08","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Nulojix: 1 Vial, Single-Use In 1 Carton (0003-0371-13)  / 1 Injection, Powder, Lyophilized, For Solution In 1 Vial, Single-Use","636","RC","0003-0371-13","NDC","","","facility","both","1","EA","","5.08","5.08","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Kenalog-40: 1 Vial, Multi-Dose In 1 Carton (0003-0293-20)  / 5 Ml In 1 Vial, Multi-Dose","636","RC","0003-0293-20","NDC","","","facility","both","1","EA","","3.94","3.94","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Kenalog-40: 1 Vial, Single-Dose In 1 Carton (0003-0293-05)  / 1 Ml In 1 Vial, Single-Dose","636","RC","0003-0293-05","NDC","","","facility","both","1","EA","","3.88","3.88","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Humulin R: 1 Vial, Multi-Dose In 1 Carton (0002-8215-01)  / 10 Ml In 1 Vial, Multi-Dose","636","RC","0002-8215-01","NDC","","","facility","both","1","EA","","1.35","1.35","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Humulin R: 1 Vial, Multi-Dose In 1 Carton (0002-0213-01)  / 3 Ml In 1 Vial, Multi-Dose","636","RC","0002-0213-01","NDC","","","facility","both","1","EA","","0.47","0.47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Insulin Lispro: 1 Vial In 1 Carton (0002-7737-01)  / 10 Ml In 1 Vial","636","RC","0002-7737-01","NDC","","","facility","both","1","EA","","0.09","0.09","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","0002-7712-01","NDC","","","facility","both","1","EA","","2.47","2.47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Cyramza: 1 Vial, Single-Dose In 1 Carton (0002-7678-01)  / 50 Ml In 1 Vial, Single-Dose","636","RC","0002-7678-01","NDC","","","facility","both","1","EA","","132.3","132.3","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Cyramza: 1 Vial, Single-Dose In 1 Carton (0002-7669-01)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0002-7669-01","NDC","","","facility","both","1","EA","","132.52","132.52","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Cyramza: 1 Vial, Single-Dose In 1 Carton (0002-7669-01)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0002-7669-01","NDC","","","facility","both","1","EA","","134.15","134.15","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Zyprexa Intramuscular: 1 Vial In 1 Carton (0002-7597-01)  / 2 Ml In 1 Vial","636","RC","0002-7597-01","NDC","","","facility","both","1","EA","","4.17","4.17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Zyprexa Intramuscular: 1 Vial In 1 Carton (0002-7597-01)  / 2 Ml In 1 Vial","636","RC","0002-7597-01","NDC","","","facility","both","1","EA","","4.17","4.17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Zyprexa Intramuscular: 1 Vial In 1 Carton (0002-7597-01)  / 2 Ml In 1 Vial","636","RC","0002-7597-01","NDC","","","facility","both","1","EA","","4.17","4.17","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdualag: 1 Vial, Single-Dose In 1 Carton (0003-7125-11)  / 20 Ml In 1 Vial, Single-Dose","636","RC","0003-7125-11","NDC","","","facility","both","1","EA","","212.88","212.88","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdualag: 1 Vial, Single-Dose In 1 Carton (0003-7125-11)  / 20 Ml In 1 Vial, Single-Dose","636","RC","0003-7125-11","NDC","","","facility","both","1","EA","","236.22","236.22","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdualag: 1 Vial, Single-Dose In 1 Carton (0003-7125-11)  / 20 Ml In 1 Vial, Single-Dose","636","RC","0003-7125-11","NDC","","","facility","both","1","EA","","236.6","236.6","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdualag: 1 Vial, Single-Dose In 1 Carton (0003-7125-11)  / 20 Ml In 1 Vial, Single-Dose","636","RC","0003-7125-11","NDC","","","facility","both","1","EA","","240.58","240.58","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo Qvantig: 1 Vial, Single-Dose In 1 Carton (0003-6120-01)  / 5 Ml In 1 Vial, Single-Dose","636","RC","0003-6120-01","NDC","","","facility","both","1","EA","","47.66","47.66","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","0004-0298-30","NDC","","","facility","both","1","EA","","2.29","2.29","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3774-12)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0003-3774-12","NDC","","","facility","both","1","EA","","31.88","31.88","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3774-12)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0003-3774-12","NDC","","","facility","both","1","EA","","53.93","53.93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3774-12)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0003-3774-12","NDC","","","facility","both","1","EA","","54.74","54.74","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3774-12)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0003-3774-12","NDC","","","facility","both","1","EA","","58.4","58.4","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3772-11)  / 4 Ml In 1 Vial, Single-Dose","636","RC","0003-3772-11","NDC","","","facility","both","1","EA","","57.52","57.52","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3772-11)  / 4 Ml In 1 Vial, Single-Dose","636","RC","0003-3772-11","NDC","","","facility","both","1","EA","","57.59","57.59","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3772-11)  / 4 Ml In 1 Vial, Single-Dose","636","RC","0003-3772-11","NDC","","","facility","both","1","EA","","58.41","58.41","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3774-12)  / 10 Ml In 1 Vial, Single-Dose","636","RC","0003-3774-12","NDC","","","facility","both","1","EA","","52.11","52.11","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3772-11)  / 4 Ml In 1 Vial, Single-Dose","636","RC","0003-3772-11","NDC","","","facility","both","1","EA","","58.56","58.56","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Prevnar 20: 1 Syringe In 1 Carton (0005-2000-02)  / .5 Ml In 1 Syringe (0005-2000-01)","636","RC","0005-2000-02","NDC","","","facility","both","1","EA","","420.23","420.23","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","0005-2000-01","NDC","","","facility","both","1","EA","","413.48","413.48","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","0005-1971-01","NDC","","","facility","both","1","EA","","355.99","355.99","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Prevnar 20: 1 Syringe In 1 Carton (0005-2000-02)  / .5 Ml In 1 Syringe (0005-2000-01)","636","RC","0005-2000-02","NDC","","","facility","both","1","EA","","416.61","416.61","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3772-11)  / 4 Ml In 1 Vial, Single-Dose","636","RC","0003-3772-11","NDC","","","facility","both","1","EA","","59.02","59.02","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3734-13)  / 24 Ml In 1 Vial, Single-Dose","636","RC","0003-3734-13","NDC","","","facility","both","1","EA","","49.61","49.61","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2327-11)  / 10 Ml In 1 Vial, Single-Use","636","RC","0003-2327-11","NDC","","","facility","both","1","EA","","325.48","325.48","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Orencia: 1 Vial, Single-Use In 1 Carton (0003-2187-13)  / 15 Ml In 1 Vial, Single-Use","636","RC","0003-2187-13","NDC","","","facility","both","1","EA","","102.34","102.34","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Orencia: 1 Vial, Single-Use In 1 Carton (0003-2187-13)  / 15 Ml In 1 Vial, Single-Use","636","RC","0003-2187-13","NDC","","","facility","both","1","EA","","105.71","105.71","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Orencia: 1 Vial, Single-Use In 1 Carton (0003-2187-13)  / 15 Ml In 1 Vial, Single-Use","636","RC","0003-2187-13","NDC","","","facility","both","1","EA","","106.16","106.16","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Orencia: 1 Vial, Single-Use In 1 Carton (0003-2187-13)  / 15 Ml In 1 Vial, Single-Use","636","RC","0003-2187-13","NDC","","","facility","both","1","EA","","106.91","106.91","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Orencia: 1 Vial, Single-Use In 1 Carton (0003-2187-13)  / 15 Ml In 1 Vial, Single-Use","636","RC","0003-2187-13","NDC","","","facility","both","1","EA","","107.13","107.13","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2327-11)  / 10 Ml In 1 Vial, Single-Use","636","RC","0003-2327-11","NDC","","","facility","both","1","EA","","313.31","313.31","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3772-11)  / 4 Ml In 1 Vial, Single-Dose","636","RC","0003-3772-11","NDC","","","facility","both","1","EA","","59.57","59.57","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2327-11)  / 10 Ml In 1 Vial, Single-Use","636","RC","0003-2327-11","NDC","","","facility","both","1","EA","","264.26","264.26","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3734-13)  / 24 Ml In 1 Vial, Single-Dose","636","RC","0003-3734-13","NDC","","","facility","both","1","EA","","51.66","51.66","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3734-13)  / 24 Ml In 1 Vial, Single-Dose","636","RC","0003-3734-13","NDC","","","facility","both","1","EA","","51.94","51.94","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3734-13)  / 24 Ml In 1 Vial, Single-Dose","636","RC","0003-3734-13","NDC","","","facility","both","1","EA","","52.54","52.54","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Opdivo: 1 Vial, Single-Dose In 1 Carton (0003-3734-13)  / 24 Ml In 1 Vial, Single-Dose","636","RC","0003-3734-13","NDC","","","facility","both","1","EA","","59.57","59.57","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Azactam: 10 Vial, Single-Dose In 1 Carton (0003-2570-16)  / 1 Injection, Powder, For Solution In 1 Vial, Single-Dose","636","RC","0003-2570-16","NDC","","","facility","both","1","EA","","4.93","4.93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Azactam: 10 Vial, Single-Dose In 1 Carton (0003-2570-16)  / 1 Injection, Powder, For Solution In 1 Vial, Single-Dose","636","RC","0003-2570-16","NDC","","","facility","both","1","EA","","4.93","4.93","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2327-11)  / 10 Ml In 1 Vial, Single-Use","636","RC","0003-2327-11","NDC","","","facility","both","1","EA","","264.76","264.76","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2328-22)  / 40 Ml In 1 Vial, Single-Use","636","RC","0003-2328-22","NDC","","","facility","both","1","EA","","201.95","201.95","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2328-22)  / 40 Ml In 1 Vial, Single-Use","636","RC","0003-2328-22","NDC","","","facility","both","1","EA","","212.45","212.45","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2328-22)  / 40 Ml In 1 Vial, Single-Use","636","RC","0003-2328-22","NDC","","","facility","both","1","EA","","212.69","212.69","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2328-22)  / 40 Ml In 1 Vial, Single-Use","636","RC","0003-2328-22","NDC","","","facility","both","1","EA","","313.31","313.31","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2328-22)  / 40 Ml In 1 Vial, Single-Use","636","RC","0003-2328-22","NDC","","","facility","both","1","EA","","325.97","325.97","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2327-11)  / 10 Ml In 1 Vial, Single-Use","636","RC","0003-2327-11","NDC","","","facility","both","1","EA","","257.88","257.88","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2328-22)  / 40 Ml In 1 Vial, Single-Use","636","RC","0003-2328-22","NDC","","","facility","both","1","EA","","171.74","171.74","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"NDC Description Not Available","636","RC","8290306547","NDC","","","facility","both","1","EA","","6.47","6.47","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
"Yervoy: 1 Vial, Single-Use In 1 Carton (0003-2327-11)  / 10 Ml In 1 Vial, Single-Use","636","RC","0003-2327-11","NDC","","","facility","both","1","EA","","280.57","280.57","","","","","","","","","","","","","Gross Charge Type: Pharmacy | NDC EA = 1 EA"
